config_name,config_id,dU,dV,dW,sigma,n_samples,stable,diego_turing,shaberi_total,shaberi_type_I,shaberi_type_II,shaberi_hopf,filter_count,rob_diego,rob_shaberi_total,rob_shaberi_type_I
NEW_RMT_1838_Type1_WFast_Unequal1,3,1.0,1.0,10.0,0.1,500000,500000,0,0,0,0,0,0,0.0,0.0,0.0
NEW_RMT_1838_Type1_WFast_Unequal1,3,1.0,1.0,10.0,0.2,500000,500000,0,0,0,0,0,0,0.0,0.0,0.0
NEW_RMT_1838_Type1_WFast_Unequal1,3,1.0,1.0,10.0,0.3,500000,499997,0,0,0,0,0,0,0.0,0.0,0.0
NEW_RMT_1838_Type1_WFast_Unequal1,3,1.0,1.0,10.0,0.4,500000,499589,0,0,0,0,0,0,0.0,0.0,0.0
NEW_RMT_1838_Type1_WFast_Unequal1,3,1.0,1.0,10.0,0.5,500000,495402,2,2,2,0,0,0,0.0004,0.0004,0.0004
NEW_RMT_1838_Type1_WFast_Unequal1,3,1.0,1.0,10.0,0.58,500000,485969,24,24,24,0,0,0,0.0048,0.0048,0.0048
NEW_RMT_1838_Type1_WFast_Unequal1,3,1.0,1.0,10.0,0.6,500000,482642,38,38,38,0,0,0,0.0076,0.0076,0.0076
NEW_RMT_1838_Type1_WFast_Unequal1,3,1.0,1.0,10.0,0.7,500000,460746,125,125,125,0,0,0,0.025,0.025,0.025
NEW_RMT_1838_Type1_WFast_Unequal1,3,1.0,1.0,10.0,0.8,500000,433299,347,347,347,0,0,0,0.0694,0.0694,0.0694
NEW_RMT_1838_Type1_WFast_Unequal1,3,1.0,1.0,10.0,0.9,500000,403836,648,648,648,0,0,0,0.1296,0.1296,0.1296
NEW_RMT_1838_Type1_WFast_Unequal1,3,1.0,1.0,10.0,1.0,500000,374316,1107,1107,1107,0,0,0,0.2214,0.2214,0.2214
NEW_RMT_1838_Type1_WFast_Unequal1,3,1.0,1.0,10.0,1.1,500000,346971,1684,1684,1684,0,0,0,0.3368,0.3368,0.3368
NEW_RMT_1838_Type1_WFast_Unequal1,3,1.0,1.0,10.0,1.2,500000,321807,2373,2373,2373,0,0,0,0.4746,0.4746,0.4746
NEW_RMT_1838_Type1_WFast_Unequal1,3,1.0,1.0,10.0,1.3,500000,299433,3074,3074,3074,0,0,0,0.6148,0.6148,0.6148
NEW_RMT_1838_Type1_WFast_Unequal1,3,1.0,1.0,10.0,1.4,500000,279507,3792,3792,3792,0,0,0,0.7584,0.7584,0.7584
NEW_RMT_1838_Type1_WFast_Unequal1,3,1.0,1.0,10.0,1.5,500000,261652,4630,4630,4630,0,0,0,0.926,0.926,0.926
NEW_RMT_1838_Type1_WFast_Unequal1,3,1.0,1.0,10.0,1.6,500000,245893,5357,5357,5357,0,0,0,1.0714,1.0714,1.0714
NEW_RMT_1838_Type1_WFast_Unequal1,3,1.0,1.0,10.0,1.8,500000,219308,6799,6799,6799,0,0,0,1.3598,1.3598,1.3598
NEW_RMT_1838_Type1_WFast_Unequal1,3,1.0,1.0,10.0,2.0,500000,198117,8147,8147,8147,0,0,0,1.6294,1.6294,1.6294
NEW_RMT_1838_Type1_WFast_Unequal1,3,1.0,1.0,10.0,2.2,500000,181074,9395,9395,9395,0,0,0,1.879,1.879,1.879
NEW_RMT_1838_Type1_WFast_Unequal1,3,1.0,1.0,10.0,2.4,500000,167376,10338,10338,10338,0,0,0,2.0676,2.0676,2.0676
NEW_RMT_1838_Type1_WFast_Unequal1,3,1.0,1.0,10.0,2.6,500000,155692,11205,11205,11205,0,0,0,2.241,2.241,2.241
NEW_RMT_1838_Type1_WFast_Unequal1,3,1.0,1.0,10.0,2.8,500000,145962,11877,11877,11877,0,0,0,2.3754,2.3754,2.3754
NEW_RMT_1838_Type1_WFast_Unequal1,3,1.0,1.0,10.0,3.0,500000,137606,12536,12536,12536,0,0,0,2.5072,2.5072,2.5072
NEW_RMT_1838_Type1_WFast_Unequal1,3,1.0,1.0,10.0,3.2,500000,130544,13056,13056,13056,0,0,0,2.6112,2.6112,2.6112
NEW_RMT_1838_Type1_WFast_Unequal1,3,1.0,1.0,10.0,3.4,500000,124265,13453,13453,13453,0,0,0,2.6906,2.6906,2.6906
NEW_RMT_1838_Type1_WFast_Unequal1,3,1.0,1.0,10.0,3.6,500000,118713,13833,13833,13833,0,0,0,2.7666,2.7666,2.7666
NEW_RMT_1838_Type1_WFast_Unequal1,3,1.0,1.0,10.0,3.8,500000,113873,14205,14205,14205,0,0,0,2.841,2.841,2.841
NEW_RMT_1838_Type1_WFast_Unequal1,3,1.0,1.0,10.0,4.0,500000,109475,14430,14430,14430,0,0,0,2.886,2.886,2.886
NEW_RMT_1838_Type1_WFast_Unequal1,3,1.0,1.0,10.0,4.5,500000,100262,14879,14879,14879,0,0,0,2.9758,2.9758,2.9758
NEW_RMT_1838_Type1_WFast_Unequal1,3,1.0,1.0,10.0,5.0,500000,92855,14964,14964,14964,0,0,0,2.9928,2.9928,2.9928
NEW_RMT_1838_Type1_WFast_Unequal1,3,1.0,1.0,10.0,5.5,500000,86748,15030,15030,15030,0,0,0,3.006,3.006,3.006
NEW_RMT_1838_Type1_WFast_Unequal1,3,1.0,1.0,10.0,6.0,500000,81561,14965,14965,14965,0,0,0,2.993,2.993,2.993
NEW_RMT_1838_Type1_WFast_Unequal1,3,1.0,1.0,10.0,7.0,500000,73467,14734,14734,14734,0,0,0,2.9468,2.9468,2.9468
NEW_RMT_1838_Type1_WFast_Unequal1,3,1.0,1.0,10.0,8.0,500000,67093,14288,14288,14288,0,0,0,2.8576,2.8576,2.8576
NEW_RMT_1838_Type1_WFast_Unequal1,3,1.0,1.0,10.0,9.0,500000,62006,13713,13713,13713,0,0,0,2.7426,2.7426,2.7426
NEW_RMT_1838_Type1_WFast_Unequal1,3,1.0,1.0,10.0,10.0,500000,57917,13243,13243,13243,0,0,0,2.6486,2.6486,2.6486
